Average wind speed (m/s);Average power (kW);Input turbulence intensity (%);Input alpha
20.5035;4819.38;42.36;0.16
17.48;4984.22;21.62;-0.01
11.6575;4599.18;19.3;0.27
6.71615;1341.39;43.45;0.27
11.0831;4370.64;12.34;0.35
14.2484;4832.2;39.33;-0.18
8.59196;2347.75;12.61;-0.15
11.4901;4460.9;31.25;0.36
6.31268;929.089;5.63;-0.18
24.3726;4925.75;34.55;0.4
18.1103;4905.84;36.69;0.12
14.2457;4940.6;25.02;-0.45
24.106;4986.75;8.1;0.34
23.2823;4969.28;28.06;-0.48
7.29923;1378.62;11.77;0.01
19.0189;4926.94;36.7;0.11
4.75712;376.026;16.21;0.21
10.8621;4362.2;28.89;-0.44
10.2945;3711.6;7.82;0.31
18.2632;4976.91;25.67;0.21
9.55307;3034.71;14.63;0.16
5.48451;791.638;40.01;-0.19
4.32906;307.058;17.78;-0.26
5.96055;734.872;15.57;0.14
10.2608;3771.92;20.24;0.44
13.1755;4956.1;16.21;0.2
20.6648;4986.33;13.69;0.2
4.11368;225.012;8.29;-0.12
4.34389;313.634;18.65;-0.2
22.2453;4986.58;11.83;-0.46
20.464;4786.62;38.57;0.34
10.6169;3916.83;30.12;-0.22
9.99089;3251.06;31.01;0.45
18.6782;4874.43;35.74;0.44
8.9117;2642.23;22.27;0.24
10.3948;3820.53;10.69;0.21
12.7534;4777.57;22.51;0.24
21.548;4760.46;44.67;0.1
15.149;4984.13;10.78;-0.5
8.38553;2498.42;18.36;-0.38
3.79678;241.822;40.9;-0.21
3.60267;190.634;36.35;-0.09
4.50056;396.78;14.16;-0.45
22.3332;4982.69;24.79;0.02
23.849;4963.14;23.38;-0.23
10.8746;4599.71;5.61;-0.17
8.13138;2175.35;12.03;-0.36
17.1994;4799.94;34.34;-0.13
17.2695;4843.34;43.93;-0.26
3.10134;84.6922;26.99;0.24
15.2164;4983.58;8.15;0.24
12.5103;4662.82;34.32;0.37
18.2704;4912.38;41.28;-0.21
21.6931;4851.89;43.29;-0.48
23.9325;4828.34;39.25;0.27
23.2694;4986.73;7.65;-0.34
12.7442;4203.95;40.08;0.39
15.0509;4984.16;12.81;-0.4
13.1494;4982.4;7.71;-0.3
4.57968;508.42;42.5;-0.47
19.965;4986.07;21.25;0.37
20.0182;4986.56;5.39;0.06
18.5332;4928.67;31.47;0.49
7.17564;1389.74;25.92;0.14
8.46379;2807;40.36;-0.28
16.9645;4904.17;40.69;-0.34
7.23908;1828.24;29.54;-0.48
4.97375;518.871;42.89;0.02
9.48561;3224.55;26.15;-0.14
7.11327;1252.21;9.84;0.33
10.894;4219.29;20.82;-0.1
3.52092;182.612;33.23;-0.31
6.59672;1002.73;5.75;0.41
12.571;4755.25;22.49;0.11
4.64154;411.166;7.56;-0.42
15.6206;4871.17;40.04;-0.41
18.2208;4958.09;34.27;-0.37
7.43932;1453.29;12.18;0.04
14.5457;4985.31;15.53;-0.17
6.62452;1101.64;6.34;-0.24
14.9091;4832.13;26.87;0.43
18.4282;4985.31;11.9;0.04
12.8619;4734.91;20.7;-0.35
15.0649;4846.3;33.75;0.27
10.315;3782.28;26.4;0.15
10.6953;4479.38;10.69;-0.24
4.48442;448.287;44.62;-0.09
20.03;4985.3;13.31;0.47
11.0494;3896.25;42.37;0.13
11.8588;4676.99;20.79;0.09
21.86;4962.43;28.23;-0.29
10.9184;3653.34;40.76;0.33
9.62914;3043.96;7.87;0.24
13.0258;4622.78;24.29;0.28
20.425;4985.02;16.73;-0.41
3.4648;135.552;27.27;-0.19
19.5673;4957.32;30.45;0.12
10.366;3687.61;27.26;0.47
6.77595;1226.93;24.88;0.38
11.2668;4402.34;21.36;0.06
5.30509;527.12;15.98;0.19
6.08969;947.26;36.82;0.49
24.6453;4985.35;17.18;-0.06
22.6726;4926.97;36.73;-0.39
18.2535;4896.37;37.19;0.05
3.79421;228.628;15.14;-0.47
9.12625;3045.09;17.2;-0.31
22.5728;4942.48;44.22;-0.5
12.8382;4973.85;18.02;-0.42
23.5994;4986.12;19.04;-0.11
11.5114;4397.99;27.69;-0.1
3.88409;220.485;30.87;-0.13
3.50325;176.953;42.76;-0.24
5.08405;442.867;11;0.12
8.23496;1979.96;15.19;0.08
10.9059;4332.27;11.74;0.05
10.9497;4913.66;5.66;-0.37
25.3617;4818.54;36.53;-0.1
23.7623;4987.07;11.06;0.36
3.43677;113.17;11.43;-0.12
17.8152;4935.76;36.08;-0.32
11.4735;4685.5;21.99;-0.3
20.2003;4985.98;16.71;-0.07
20.3181;4950.12;32.98;0.44
10.9769;4354.84;17.84;0.18
5.77518;675.625;11.49;0.26
19.8409;4944.55;33.82;-0.32
15.619;4807.31;35.91;-0.15
19.9719;4981.86;19.66;-0.03
19.6724;4986.82;12.41;0.08
23.5287;4987.11;8.45;0.18
20.5067;4971.57;31.94;0.08
10.9766;4030.75;29.73;0.45
8.42392;2779.55;32.27;-0.42
25.3442;4888.7;35.62;0.1
22.4868;4986.92;11.13;0.23
9.81686;3368.65;17.25;0.35
21.1931;4718.66;44.57;0.02
20.4374;4986.26;14.79;0.11
10.398;3896.29;16.25;0.16
5.40804;568.143;17.97;0.16
12.2523;4734.21;23.15;-0.17
7.82757;1810.31;19.21;-0.03
9.37623;3009.06;21.04;0.45
14.0928;4970.4;25;-0.44
7.29548;1430.78;23.05;0.27
18.3478;4715.07;41.16;0.4
9.78508;3258.53;14.03;0.39
12.4193;4594.37;36.71;-0.37
17.7166;4950.45;32.3;-0.09
16.3006;4940.98;28.52;-0.26
12.4459;4829.87;18.72;0.32
24.1953;4844.46;44.58;0.05
17.3681;4985.42;16.9;-0.47
4.55484;351.568;24.96;0.44
23.0755;4958.98;35.06;0.37
19.4382;4982.95;19.55;0.26
20.6274;4986.84;8.17;0.16
19.0926;4956.97;32.82;-0.1
14.7677;4735.17;42.05;-0.09
25.3258;4842.58;38.68;-0.22
18.7715;4986.49;11.38;-0.21
11.9546;4700.05;16.78;0.26
5.06338;521.424;30.34;0.45
22.174;4964.01;25.46;0.33
11.8589;4165.68;38.59;-0.08
20.4119;4986.48;6.56;-0.04
17.8302;4929.81;35.87;0.03
17.9221;4985.31;7.09;0.28
5.67694;730.492;22.26;0.06
11.6806;4716.29;18.49;-0.46
14.3989;4765.98;40.2;-0.28
9.69602;3144.68;20.71;0.27
15.1049;4655.1;38.36;0.27
22.2088;4977.62;25.79;-0.29
11.0268;4456.33;8.62;0.26
5.15107;572.034;27.99;-0.18
19.1214;4985.51;17;0.32
6.91375;1209.88;17.52;-0.01
23.7033;4908.37;34.07;0.36
7.67039;1611.5;9.19;-0.03
22.5989;4984.2;20.49;0.37
18.285;4702.86;43.42;0.22
12.4646;4019.48;39.43;0.2
4.10186;217.556;10.48;0.33
21.9114;4986.59;7.17;0.47
23.9102;4945.64;35.65;0.14
11.3958;4784.77;11.44;-0.17
21.4771;4983.73;16.89;0.19
10.7309;3982.16;42.97;-0.18
11.7592;4397.03;27.77;-0.08
14.7137;4983.63;10.4;0.38
9.37513;3361.19;11.63;-0.39
14.8158;4974.79;19;0.37
19.1926;4974.83;33.29;0.31
24.6223;4974.11;31.21;-0.48
19.8297;4805.6;40.82;-0.37
15.6821;4820.56;32.3;0.07
12.2648;4415.98;41.47;-0.13
9.1628;2768.31;19.07;0.23
5.41768;582.028;16.66;0.4
6.82969;1517.61;35.87;-0.37
6.8011;1521.57;43.37;-0.1
20.5769;4963.92;35.38;-0.37
21.4361;4986.55;5.46;0.38
11.1362;4368.87;39.95;-0.42
8.31341;2370.45;38.59;-0.28
22.4093;4986.94;9.86;0.3
24.6989;4986.96;10.73;-0.39
5.47145;724.615;41.69;-0.08
6.45981;1117.76;36.76;-0.17
21.5377;4986.7;7.29;-0.34
11.0578;4337.07;19.1;-0.17
5.95396;1090.93;43.14;0.37
22.9802;4966.09;28.84;0.23
23.867;4968.63;32.6;0.3
21.2978;4979.16;23.01;-0.02
3.86763;191.145;17.96;-0.15
18.2144;4898.67;33.03;0.26
21.371;4981.04;24.74;-0.45
20.3762;4986.78;5.95;-0.1
21.3129;4713.31;44.09;-0.33
19.3411;4917.67;36.73;-0.11
6.79351;1375.23;27.62;-0.36
15.6363;4983.92;12.31;0.43
16.134;4983.28;12.26;0.23
24.9182;4986.36;16.04;0.22
20.5499;4957.97;25.91;-0.21
4.04985;252.181;24.98;-0.23
22.2528;4986.12;15.68;-0.41
23.4646;4959.72;31.78;-0.24
18.4469;4855.66;42.91;0.12
5.46891;608.68;18.46;0.45
5.4675;583.528;14.66;0.37
24.1374;4986.78;14.51;-0.42
9.68799;3489.63;33.99;0.09
19.9601;4945;31.87;-0.16
23.0914;4883.59;42.62;0.31
11.1538;4429.36;26.55;-0.26
12.7966;4681.66;31.45;-0.16
14.5793;4613.95;40.08;-0.14
17.6585;4972.2;25.19;-0.26
15.0365;4506.89;42.13;0.02
7.09729;1722.12;41.38;-0.39
24.2949;4840.15;36.46;0.5
14.7764;4984.03;15.66;0.02
11.0036;4164.77;31.39;-0.03
19.0471;4986.82;16.01;-0.37
11.2014;4613.27;8.91;0.12
9.23389;2896.89;27.15;0.26
7.02748;1611.45;36.96;-0.23
24.4515;4987.03;11.6;0.39
24.1737;4984.96;16.53;-0.06
14.3789;4966.99;17.66;-0.05
12.2735;4711.85;18.99;0.24
22.1071;4973.08;28.1;-0.3
10.5913;3986.05;20.59;0.45
7.1531;1520.24;21.5;-0.28
14.9033;4688.63;33.63;-0.04
23.4296;4985.68;16.26;-0.46
5.79812;997.613;39.04;-0.36
22.6549;4979.03;20.17;0.25
3.86936;174.899;12.89;0.2
8.04898;2297.02;42.96;-0.29
23.8827;4974.86;24.83;-0.37
16.4873;4818.73;42.11;-0.12
4.68496;465.22;41.16;0.46
24.2051;4926.57;32.05;-0.42
18.8681;4864.21;37.88;0.46
14.1579;4813.33;40.6;-0.33
23.6472;4987.03;9.33;-0.08
5.21669;496.96;13.45;0
19.3971;4816.65;41.09;0.42
8.3589;2168.11;17.04;-0.1
15.4699;4974.43;24.29;-0.15
17.9052;4986.03;9.31;-0.28
6.99931;1251.13;12.57;-0.1
18.5697;4970.88;30.15;0.16
10.8119;3972.12;44.82;-0.28
22.8998;4969.56;29.49;-0.38
4.51665;481.407;36.89;-0.41
24.6763;4773;43.58;-0.37
20.2526;4986.43;13.55;-0.28
11.1008;4136.68;32.52;-0.43
5.03296;599.184;35.01;-0.34
19.3095;4959.81;29.71;0.28
3.17725;112.312;37.46;-0.2
20.0233;4986.77;12.04;-0.29
11.5671;4727.26;10.7;0.19
5.11447;486.502;8.34;-0.2
4.08023;261.353;29.58;-0.12
10.8716;4253.78;16.62;0.23
14.4067;4983.79;7.27;0.21
22.1673;4986.83;8.17;0.45
22.6821;4915.18;40.91;0.43
7.90234;1760.64;20.41;0.21
25.1395;4880.56;34.44;0.5
24.2732;4930.65;32.18;-0.17
20.9062;4986.88;9.3;-0.25
21.8139;4975.97;20.75;0.14
19.134;4767.49;41.44;0.05
13.0092;4976.21;13.59;0.34
18.5674;4986.08;12.97;-0.46
21.601;4824.11;39.39;0.4
24.4212;4982.9;18.69;-0.48
14.8483;4967.47;22.75;-0.37
24.3197;4986.97;8.42;0.43
23.2435;4984.69;15.59;0.27
7.21905;1488.26;20.68;-0.2
12.5468;4727.08;20;-0.19
13.6725;4971.04;19.17;0.36
8.75873;2556.76;28.18;0.11
4.38639;461.586;36.91;-0.36
21.3817;4907.42;35.16;0.08
29.9485;3160.95;28.88;-0.48
14.8482;4984.24;6.45;-0.15
4.57314;401.77;36.91;-0.02
10.7405;4110.49;21.32;0.19
13.033;4981.23;14.82;-0.45
6.01437;936.528;31.34;-0.03
7.16868;1947.5;40.99;-0.48
3.37458;130.093;26.27;0.17
23.184;4767.24;44.08;0.32
15.6034;4979.35;19.78;-0.41
18.7876;4953.63;30.35;0.05
21.6823;4945.08;35.93;0.05
18.1275;4986.45;13.83;-0.25
20.6098;4983.05;22.73;0.47
3.97987;258.271;40.87;-0.17
24.8677;4982.99;20.37;-0.34
21.7389;4985.73;16.51;0.18
20.7371;4986.52;12.86;-0.38
4.01317;241.361;20.74;-0.23
8.5057;2709.72;32.36;-0.38
19.5446;4986.28;7.7;0.16
4.57205;330.373;17.46;0.39
20.5483;4955.33;27.83;-0.41
9.28144;3448.12;36.32;-0.37
11.0356;4893.39;9.38;-0.48
20.3445;4955.11;30.27;-0.1
13.3086;4704.99;34.78;-0.02
16.0101;4752.08;37.84;0.39
17.6111;4909.22;30.16;0.39
14.2907;4623.93;34.78;0.45
10.3818;3856.81;27.78;0.36
9.29519;2851.55;31.2;0.33
13.6223;4925.12;26.66;-0.03
13.6302;4979.58;12.04;0.41
4.38896;358.76;23.93;-0.35
12.7467;4955.82;12.31;-0.13
9.63437;3646.74;17.18;-0.39
3.38705;109.32;6.97;-0.19
14.4622;4983.47;9.07;0.28
10.7843;4178.31;40.82;-0.4
5.76571;714.572;19.05;0.42
7.79939;1704.41;15.01;0.22
4.74214;357.486;14.25;0.12
17.1169;4984.77;13.93;-0.14
6.58908;1292.64;42.35;0.01
8.01849;2517.07;29.32;-0.45
16.2587;4885.62;33.72;0.05
14.7476;4984.47;7.35;0.38
11.8842;4520.07;24.86;-0.12
14.2764;4948.18;23.8;-0.19
16.8925;4883.52;42.99;0.44
4.49157;385.872;27.85;-0.3
9.16107;2831.75;9.58;-0.16
21.8909;4971.07;28.35;-0.24
7.74046;1974.4;35.72;-0.29
9.75933;3391.34;14.53;-0.09
21.0149;4986.62;12.38;-0.5
12.2851;4275.69;27.47;0.34
14.6398;4945.83;27.19;-0.34
23.6365;4987.02;5.91;0.17
15.7621;4944.51;26.81;-0.42
3.74534;258.194;44.79;0.26
16.9045;4921.65;33.13;-0.42
4.97198;457.949;26.37;0.28
17.9271;4982.12;32.3;-0.37
23.6061;4987.08;9.76;-0.33
12.0876;4600.22;25.78;-0.1
3.90238;189.595;17.38;-0.05
15.7344;4937.76;23.61;0.27
11.9508;4928.24;10.5;0.34
15.7514;4846.55;39.54;0.45
10.4545;3742.77;27.36;0.49
4.52048;377.139;14.3;-0.38
18.8781;4986.15;9.97;-0.36
16.7789;4762.55;41.4;-0.3
22.4665;4987.18;16.29;-0.06
8.59603;2355.34;6.35;-0.2
23.9001;4850.23;40.61;-0.39
21.4752;4983.71;23.57;0.24
13.3;4758.31;29.87;0.42
5.61053;722.244;30.44;0.48
20.2502;4924.71;34.24;-0.31
21.2333;4977.69;24.24;-0.17
19.0365;4983.44;21.7;-0.36
5.53346;590.964;11.25;0.32
24.4806;4832.59;43.49;0.12
22.4879;4986.98;10.95;0.14
12.8454;4874.09;19.49;0.18
14.4013;4960.79;29.24;-0.48
10.2725;3548.87;39.24;-0.04
21.5655;4986.91;9.63;0.11
8.39329;2387.96;42.44;0.22
8.75703;2580.63;18.06;-0.15
13.3313;4816.33;24.13;0.46
15.3956;4721.7;33.74;0.2
5.95627;757.858;16.28;0.09
13.9621;4984.5;9.38;-0.33
11.1179;4326;19.27;0.38
19.8644;4986.21;15.99;-0.02
21.7313;4975.5;23.19;0.22
20.1706;4971.75;21.67;0.31
21.7454;4984.28;18.01;0.19
17.9641;4986.4;19.14;-0.47
9.8625;3503.81;31.25;-0.14
3.52053;152.816;27.74;-0.21
11.8158;3982.5;42.58;-0.29
4.66446;356.788;19.46;0.06
14.8375;4977.84;21.39;-0.22
13.1959;4908.77;12.98;0.39
6.32743;878.031;7.69;0.32
10.3457;3669.22;40.37;-0.02
20.3849;4887.44;43.97;-0.47
15.8397;4983.02;19.57;0.39
19.6141;4965.17;32.09;-0.38
19.9279;4986.81;10.18;0.33
20.021;4986.62;9.86;0.21
13.2642;4910.84;17.42;0.07
13.2697;4906.03;35.1;-0.33
23.154;4888.46;39.26;-0.23
22.6756;4986.21;16.31;0.19
20.2306;4939.76;38.39;-0.29
12.0308;4978.14;5.53;-0.43
4.31224;343.161;18.29;-0.4
16.2651;4931.76;27.96;0.42
23.027;4961.45;30.47;-0.16
5.02408;446.744;13.78;-0.06
14.55;4795.7;38.39;0.47
7.20846;1599.67;30.37;-0.09
8.0709;1884.72;21.03;0.19
13.1008;4572.12;43.16;-0.11
6.9842;1282.67;23.46;0.42
19.3308;4955.9;29.53;0.04
3.00041;53.3389;9.05;0.04
23.5543;4852.26;36.55;0.42
12.2735;4491.01;28.26;0.23
8.76412;2493.4;30.21;0.44
22.0659;4977.01;25.46;0.1
13.6696;4942.76;22.82;-0.05
13.6943;4887.33;31.77;-0.29
22.4863;4890.52;41.52;-0.31
4.71462;383.22;21.23;0.09
12.4703;4980.44;7.81;0.18
9.42331;3093.95;29.32;0.35
5.39089;644.825;41.09;0.19
10.953;4184.28;30.69;-0.27
14.9559;4979.37;17.99;0.02
15.9094;4955.27;28.09;0.33
10.657;3835.6;26.82;0.16
20.3477;4853.96;41.93;0.26
24.5774;4986.51;15.05;0.03
6.93703;1238.16;14.03;-0.15
17.1628;4982.45;17.35;-0.18
23.0662;4982.43;19.84;-0.06
19.3688;4917.48;39.53;-0.47
15.2628;4919.89;30.63;-0.31
23.0496;4986.4;13.02;0.39
10.7485;4198.87;12.04;-0.02
22.1876;4986.32;17.22;-0.11
22.3748;4876.9;39.27;-0.4
10.4301;3946.96;10.92;0.06
3.37463;158.253;41.09;0.28
15.116;4985.34;19.61;-0.42
20.9907;4986.62;16.59;-0.35
14.1589;4956.38;23.78;0.43
21.6526;4969.44;29.36;-0.27
19.4766;4986.34;8.72;-0.15
18.6728;4986.84;13.96;-0.13
18.51;4777.24;35.79;0.4
17.8978;4925.54;33.27;-0.39
4.9664;422.546;14.03;0.35
5.10764;454.769;15.57;0.14
22.6635;4771.37;41.76;0.5
10.1052;4036.56;28.58;-0.43
14.9314;4919.72;36.92;-0.47
3.50886;181.183;40.13;-0.28
8.08941;2551.96;41.78;-0.29
18.1618;4925.25;43.04;-0.27
19.3489;4977.88;27.39;-0.36
19.4375;4887.64;27.85;0.27
13.0078;4983.05;11.76;-0.42
19.2956;4984.82;12.08;0.3
23.1711;4974.93;21.55;0.3
18.8182;4984.22;21.53;-0.39
17.3411;4985.4;8.97;-0.45
8.58447;2204.41;16.27;0.23
14.0104;4982.45;11.77;-0.46
13.9651;4616.9;35.13;-0.02
15.5012;4960.73;26.61;0.29
8.08422;2330.65;25.11;-0.41
10.9987;3871.02;40.6;0.02
14.7698;4788.17;41.29;-0.24
19.1687;4986.54;12.71;-0.2
12.715;4906.43;19.84;-0.39
5.66538;749.48;32.38;0.27
23.2909;4969.23;28.16;-0.37
21.3768;4980.33;26.72;-0.15
7.19785;1346.14;21.09;0.03
9.97492;3574.78;25.43;0
14.7463;4980.55;20.32;-0.34
14.7171;4984.52;8.27;-0.45
8.28543;2205.56;11.2;-0.25
23.3181;4978.79;25.12;0.17
20.1223;4826.72;41.18;0.13
11.6837;4370.35;26.47;0.38
20.0439;4986.46;8.73;-0.08
6.58439;1048.99;14.45;0.48
9.6566;3711.99;9.53;-0.4
18.2552;4980.32;27.74;-0.43
12.8572;4739.37;30.06;0.36
24.3428;4977.13;23.19;-0.41
18.6614;4922.1;35.09;0.19
14.8509;4985.87;10.78;0.24
17.2936;4985.76;8.15;-0.21
8.77672;3019.32;38.62;-0.39
14.6466;4713.39;38.29;-0.03
18.1283;4985.95;14.04;0.02
11.1615;4574.44;15.03;0.12
21.7891;4986.66;8.3;0.36
9.96896;3624.96;27.07;-0.26
9.77875;3322.1;12.13;0
6.08744;847.686;20.34;0.42
7.09448;1397;35.71;0.03
20.8435;4985.75;17.25;-0.34
17.9304;4974.63;25.66;0.37
12.2371;4626.81;30.2;0.44
19.195;4931.78;34.3;-0.09
10.9837;4299.1;9.79;0.44
20.8954;4686.07;42.11;0.44
14.4267;4983.99;9.87;0.15
17.049;4767.08;38.51;-0.08
5.28003;540.551;19.97;-0.01
24.8283;4987.09;11.92;-0.24
20.6835;4984.24;27.92;-0.39
8.08369;2360.34;29.81;-0.31
3.05407;80.3797;36.92;0.05
6.58637;1224.99;28.55;-0.39
14.0175;4529.68;42.65;-0.42
25.0286;4944.19;36.37;0.43
20.5791;4976.81;26.3;-0.13
7.34986;1528.29;27.41;0.11
21.988;4932.14;33.58;0.2
22.5619;4983.53;19.56;-0.06
11.8188;4484.92;22.37;0.34
5.39699;722.63;17.09;-0.49
17.6001;4984.7;8.76;0.24
22.4785;4984.37;17.14;-0.29
13.9985;4984.23;10.71;-0.26
12.4831;4922.87;12.6;-0.03
3.55369;152.468;33.95;0.44
15.2368;4922.27;28.45;0.21
10.2599;3821.08;23.69;0.38
24.2814;4963.58;33.73;0.1
12.6738;4753.78;22.7;0.03
22.0255;4846.02;40.47;0.14
10.5545;4361.78;21.25;-0.41
22.2784;4952.75;27.09;0.25
19.2501;4985.9;12.48;-0.05
11.2325;4073.27;39.95;-0.15
18.6652;4985.39;19.95;-0.09
9.78059;3372.24;43.36;0.2
18.4012;4903.9;36.42;-0.02
15.0536;4830.64;38.15;-0.2
19.5912;4986.71;12.13;-0.18
22.2254;4963.22;28.15;-0.41
4.06031;264.044;37.67;-0.12
12.5966;4982.78;6.69;0.11
10.4032;3985.45;15.99;-0.07
17.8032;4985.19;12.44;0.11
14.3872;4984.69;11.05;-0.01
3.74071;179.914;22.42;-0.03
20.7257;4986.6;5.91;0.34
22.8695;4915;36.98;0.36
6.86493;1591.29;42.77;-0.4
25.2673;4919.87;34.69;-0.09
17.1526;4823.13;43.32;0.24
24.8479;4985.29;13.9;0.04
10.5497;3764.16;27.18;-0.01
9.88562;4011;15.66;-0.45
18.3505;4746;43.33;-0.31
15.5711;4796.63;44.57;0.35
22.154;4987.13;11.2;-0.04
23.0464;4898.2;40.99;-0.3
20.2419;4822.56;42.11;0.36
15.0504;4984.91;5.53;-0.27
9.81236;3237.53;35.78;0.22
4.52507;325.139;23.11;0.13
17.9146;4968.05;21.91;-0.39
24.0898;4985.68;18.15;-0.33
10.8142;4080.84;26.86;-0.08
15.4025;4879.66;25.07;-0.47
16.6106;4986.29;17.05;-0.34
15.8898;4610.18;40.57;0.27
5.16919;501.346;20.91;0.37
23.3824;4934.43;38.9;-0.36
3.78313;215.496;36.58;0.27
21.4142;4930.79;36.32;-0.46
6.70483;1201.06;33.46;0.02
3.70172;218.128;42.45;0.49
11.255;4782.43;16.7;-0.32
7.18465;1472.38;23.5;0.15
20.0524;4867.71;43.54;-0.27
6.19681;1186.4;44.11;0.09
15.6237;4984.92;5.12;-0.19
16.6059;4968.5;26.25;-0.45
9.07218;2961.5;35.11;-0.16
4.22125;353.831;34.46;-0.39
10.7736;4306.87;9.98;0
15.8005;4692.27;44.18;0.35
14.8348;4881.88;30.71;-0.36
13.3555;4980.44;13.44;-0.4
12.5962;4760.51;36.28;-0.48
7.30869;1824.43;33.55;-0.47
10.3947;3458.95;43.86;0.35
5.20878;552.978;12.04;-0.29
24.9133;4974.72;22.26;0.17
5.30908;674.884;24.54;-0.45
22.5262;4950.71;29.47;0.17
13.2471;4982.81;11.6;-0.45
22.6324;4790.68;34.28;-0.05
4.98672;515.674;11.51;-0.4
23.4293;4867.52;39.12;0.15
24.4677;4986.97;11.19;0.27
17.4243;4957.86;22.61;0.23
16.3798;4983.64;12.93;0.4
24.3544;4986.81;8.44;0.47
20.6843;4968.38;27.53;0.42
24.9038;4946.36;29;0.2
23.1958;4986.17;15.44;-0.33
16.8893;4985.36;20.51;-0.24
15.1098;4984.52;6.32;0.32
11.3583;4378.35;20.57;0.27
5.55856;643.486;28.95;0.21
15.1869;4982.38;13;0.4
22.9914;4863.06;35.62;0.23
12.6541;4616.68;27.06;-0.13
18.2486;4877.72;43.15;-0.45
15.0722;4678.93;41.94;0.43
6.93888;1444.37;40.02;-0.01
13.064;4604.14;37.74;-0.42
23.81;4963.96;27.69;-0.03
19.6301;4928.52;37.44;-0.29
21.0748;4984.96;13.89;0.21
24.2892;4866.14;43.39;-0.23
6.38216;1051.46;31.89;0.34
18.2138;4976.18;23.55;0.26
7.83184;1898.2;6.6;-0.34
17.4783;4985.77;17.55;0.23
13.0332;4430.47;44.27;0.45
18.6897;4962.12;31.52;0.07
5.74869;717.858;28.3;0.25
9.99544;3749.02;6.22;-0.22
12.1712;4359.68;32.61;0.32
19.8244;4986.74;5.15;-0.21
4.04039;312.525;44.39;0.36
9.06467;2870.31;26.39;-0.06
24.6656;4906.46;29.62;0.46
22.2339;4982.98;22.24;0.36
12.8522;4938.07;17.02;-0.12
17.7891;4846.4;43.86;-0.48
7.10235;1899.08;43.17;-0.45
15.738;4982.26;21.89;0.3
21.3904;4986.99;11.25;-0.12
24.327;4943.55;30.26;0.43
21.9627;4932.88;38.42;0.26
22.8371;4844.59;38.95;0.11
24.0329;4938.57;30.53;-0.13
23.3741;4984.56;14.68;0.06
9.79958;3320.85;21.12;0.09
11.185;3987.25;40.03;0.33
7.91447;1687.88;6.42;0.27
21.7985;4987;10.14;-0.21
22.1284;4943.84;34.28;-0.15
18.3079;4986;9.73;0.08
3.9339;230.368;25.15;0.14
22.2519;4987.11;8.41;-0.02
23.2146;4986.88;13.09;0.33
22.8235;4987.09;10.69;-0.19
10.8766;4466;8.94;-0.09
5.49707;573.311;10.28;0.08
5.0661;698.345;42.54;-0.48
24.5645;4949.53;31.2;-0.15
9.75818;3253.27;11.97;0.25
6.56308;1136.85;29.83;0.48
16.0358;4981.26;17.15;-0.1
14.9203;4826.23;25.95;-0.33
3.44694;117.588;24.41;0.23
3.06244;58.5973;9.84;0.09
8.84375;2924.61;35.12;-0.2
4.72831;399.904;21.45;-0.06
8.30124;2243.24;31.23;0.18
24.7836;4983;23;0.25
23.7184;4852.35;42.82;0.49
8.28894;1992.93;5.7;-0.02
15.2635;4980.81;21.66;-0.49
13.5925;4982.05;8.1;0.24
7.62224;1829.32;43.52;0.21
24.4022;4981.35;18.9;-0.37
25.6204;4767.17;43.29;0.21
4.17196;265.031;20.66;-0.21
17.3766;4950.13;28.42;-0.24
25.1192;4966.54;26.79;0.35
3.97514;192.332;9.47;0.13
21.8763;4922.41;36.33;0.47
19.1419;4849.87;43.86;-0.15
17.0383;4983.5;20.74;-0.43
19.1362;4970.22;26.32;0.02
7.2907;1574.58;32.19;0.06
13.1417;4744.72;30.08;0.46
13.8641;4984.01;9.98;-0.05
18.5353;4971.18;32.37;0.19
15.9171;4795.21;37.94;0.22
7.95633;2064.12;36.83;-0.11
22.1825;4987;7.16;-0.14
10.3665;3783.95;7.67;0.24
4.66595;339.883;7.18;-0.06
10.5359;3958.76;10.82;0.36
16.8403;4985.75;7.74;-0.13
13.5328;4372.1;41.55;0.27
10.0391;3478.24;19.13;0.23
16.6384;4985.12;16.36;0.33
10.7627;4034.96;31.98;0.04
18.5081;4963.97;29.98;-0.08
13.5727;4901.27;17.71;0.36
3.79931;214.134;22.2;-0.32
18.1546;4886.43;33.21;-0.06
15.8928;4803.75;33.17;-0.01
17.8069;4910.58;34.89;0.16
7.08126;1447.45;26.02;-0.2
21.3571;4964.94;29.48;-0.18
21.4826;4983.3;20.3;0.33
21.6785;4968.37;26.06;-0.15
9.9247;3568.6;44.65;-0.31
15.5317;4984.55;10.74;0.24
5.1115;452.991;9.17;0.05
7.3746;1438.86;17.73;0.37
10.383;3835.12;24.73;0.31
4.28363;298.768;28.5;0.4
6.25649;840.924;7.1;0.15
8.25173;2741.64;38.36;-0.5
22.16;4986.75;17.26;0.07
20.2873;4960.32;28.51;0.33
18.0147;4985.66;11.47;-0.18
3.85232;216.668;35.33;0.25
5.24105;644.854;44.06;0.05
6.7288;1273.1;10.3;-0.4
15.0795;4984.96;6.99;0.45
15.5574;4880.91;34.97;-0.46
6.49169;928.968;5.4;0.19
22.2763;4985.27;19.76;-0.14
18.7405;4955.4;28.51;0.4
4.80028;472.869;42.08;0.05
